Tipo;CodigoSingular;NomeSingular;TipoSingular;RegistroANS;CodigoTipoRecebimento;DescricaoTipoRecebimento;NumeroDocumento;Descricao;ValorBruto;TaxaAdministrativa;Subtotal;IRRF;OutrosTributos;ValorLiquido
A receber;130;Uniodonto Sudoeste Goiano;Operadora;314871;3;Taxa de Manutenção;10152770;TAXA DE MANUTENCAO;2005,58;0;2005,58;0;0;2005,58
A receber;122;Uniodonto Botucatu;Operadora;347477;4;Fundo de Marketing;10152895;FUNDO DE MARKETING;802,23;0;802,23;0;0;802,23
A receber;122;Uniodonto Botucatu;Operadora;347477;3;Taxa de Manutenção;10152766;TAXA DE MANUTENCAO;2005,58;0;2005,58;0;0;2005,58
A receber;130;Uniodonto Sudoeste Goiano;Operadora;314871;4;Fundo de Marketing;10152899;FUNDO DE MARKETING;802,23;0;802,23;0;0;802,23
A receber;122;Uniodonto Botucatu;Operadora;347477;4;Fundo de Marketing;;FUNDO DE MARKETING;0;0;0;0;0;0
A receber;122;Uniodonto Botucatu;Operadora;347477;3;Taxa de Manutenção;;TAXA DE MANUTENCAO;0;0;0;0;0;0
A receber;76;Uniodonto Athenas Paulista;Operadora;340120;4;Fundo de Marketing;10152872;FUNDO DE MARKETING;802,23;0;802,23;0;0;802,23
A receber;76;Uniodonto Athenas Paulista;Operadora;340120;3;Taxa de Manutenção;10152743;TAXA DE MANUTENCAO;2005,58;0;2005,58;0;0;2005,58
A receber;41;Uniodonto Itajuba;Operadora;419028;3;Taxa de Manutenção;10152723;TAXA DE MANUTENCAO;2005,58;0;2005,58;0;0;2005,58
A receber;41;Uniodonto Itajuba;Operadora;419028;4;Fundo de Marketing;10152851;FUNDO DE MARKETING;802,23;0;802,23;0;0;802,23
A receber;61;Uniodonto Sul Fluminense;Operadora;363171;4;Fundo de Marketing;10152863;FUNDO DE MARKETING;802,23;0;802,23;0;0;802,23
A receber;61;Uniodonto Sul Fluminense;Operadora;363171;3;Taxa de Manutenção;10152734;TAXA DE MANUTENCAO;2005,58;0;2005,58;0;0;2005,58
A receber;28;Uniodonto Sao Carlos;Operadora;335525;3;Taxa de Manutenção;10152713;TAXA DE MANUTENCAO;2005,58;0;2005,58;0;0;2005,58
A receber;28;Uniodonto Sao Carlos;Operadora;335525;4;Fundo de Marketing;10152841;FUNDO DE MARKETING;802,23;0;802,23;0;0;802,23
A receber;170;Uniodonto Resende;Operadora;406121;4;Fundo de Marketing;10152917;FUNDO DE MARKETING;802,23;0;802,23;0;0;802,23
A receber;170;Uniodonto Resende;Operadora;406121;3;Taxa de Manutenção;10152788;TAXA DE MANUTENCAO;2005,58;0;2005,58;0;0;2005,58
A receber;79;Uniodonto Jacarei;Operadora;343056;3;Taxa de Manutenção;10152745;TAXA DE MANUTENCAO;2005,58;0;2005,58;0;0;2005,58
A receber;79;Uniodonto Jacarei;Operadora;343056;4;Fundo de Marketing;10152874;FUNDO DE MARKETING;802,23;0;802,23;0;0;802,23
A receber;46;Uniodonto Londrina;Operadora;350770;3;Taxa de Manutenção;10152726;TAXA DE MANUTENCAO;2005,58;0;2005,58;0;0;2005,58
A receber;46;Uniodonto Londrina;Operadora;350770;4;Fundo de Marketing;10152855;FUNDO DE MARKETING;802,23;0;802,23;0;0;802,23
A receber;62;Uniodonto Mato Grosso;Operadora;343404;4;Fundo de Marketing;10152864;FUNDO DE MARKETING;802,23;0;802,23;0;0;802,23
A receber;83;Uniodonto Catanduva;Operadora;354686;4;Fundo de Marketing;10152876;FUNDO DE MARKETING;802,23;0;802,23;0;0;802,23
A receber;83;Uniodonto Catanduva;Operadora;354686;3;Taxa de Manutenção;10152747;TAXA DE MANUTENCAO;2005,58;0;2005,58;0;0;2005,58
A receber;156;UNIODONTO ESPIRITO SANTO COOPERATIVA ODONTOLOGICA;Operadora;370711;3;Taxa de Manutenção;10152779;TAXA DE MANUTENCAO;2727,58;0;2727,58;0;0;2727,58
A receber;75;Uniodonto Presidente Prudente;Operadora;336017;4;Fundo de Marketing;10152871;FUNDO DE MARKETING;1091,03;0;1091,03;0;0;1091,03
A receber;75;Uniodonto Presidente Prudente;Operadora;336017;3;Taxa de Manutenção;10152742;TAXA DE MANUTENCAO;2727,58;0;2727,58;0;0;2727,58
A receber;98;Uniodonto Maringa;Operadora;381144;4;Fundo de Marketing;10152884;FUNDO DE MARKETING;1091,03;0;1091,03;0;0;1091,03
A receber;98;Uniodonto Maringa;Operadora;381144;3;Taxa de Manutenção;10152755;TAXA DE MANUTENCAO;2727,58;0;2727,58;0;0;2727,58
A receber;51;Uniodonto Bebedouro;Operadora;327093;4;Fundo de Marketing;10152858;FUNDO DE MARKETING;839,26;0;839,26;0;0;839,26
A receber;51;Uniodonto Bebedouro;Operadora;327093;3;Taxa de Manutenção;10152729;TAXA DE MANUTENCAO;2098,14;0;2098,14;0;0;2098,14
A receber;134;Uniodonto Vale Historico;Operadora;382655;3;Taxa de Manutenção;10152772;TAXA DE MANUTENCAO;2727,58;0;2727,58;0;0;2727,58
A receber;134;Uniodonto Vale Historico;Operadora;382655;4;Fundo de Marketing;10152901;FUNDO DE MARKETING;1091,03;0;1091,03;0;0;1091,03
A receber;138;Uniodonto Amapá;Operadora;365785;3;Taxa de Manutenção;10152773;TAXA DE MANUTENCAO;2727,58;0;2727,58;0;0;2727,58
A receber;138;Uniodonto Amapá;Operadora;365785;4;Fundo de Marketing;10152902;FUNDO DE MARKETING;1091,03;0;1091,03;0;0;1091,03
A receber;48;Uniodonto Araraquara;Operadora;316997;4;Fundo de Marketing;10152856;FUNDO DE MARKETING;1347,75;0;1347,75;0;0;1347,75
A receber;48;Uniodonto Araraquara;Operadora;316997;3;Taxa de Manutenção;10152727;TAXA DE MANUTENCAO;3369,37;0;3369,37;0;0;3369,37
A receber;182;Uniodonto Pocos de Caldas;Operadora;409791;3;Taxa de Manutenção;10152791;TAXA DE MANUTENCAO;3369,37;0;3369,37;0;0;3369,37
A receber;182;Uniodonto Pocos de Caldas;Operadora;409791;4;Fundo de Marketing;10152920;FUNDO DE MARKETING;1347,75;0;1347,75;0;0;1347,75
A receber;34;Uniodonto Jundiai;Operadora;347795;3;Taxa de Manutenção;10152718;TAXA DE MANUTENCAO;3369,37;0;3369,37;0;0;3369,37
A receber;34;Uniodonto Jundiai;Operadora;347795;4;Fundo de Marketing;10152846;FUNDO DE MARKETING;1347,75;0;1347,75;0;0;1347,75
A receber;56;Uniodonto Sul Goiano;Operadora;358339;4;Fundo de Marketing;10152861;FUNDO DE MARKETING;1347,75;0;1347,75;0;0;1347,75
A receber;56;Uniodonto Sul Goiano;Operadora;358339;3;Taxa de Manutenção;10152732;TAXA DE MANUTENCAO;3369,37;0;3369,37;0;0;3369,37
A receber;15;Uniodonto Uberaba;Operadora;370568;3;Taxa de Manutenção;10152705;TAXA DE MANUTENCAO;3850,7;0;3850,7;0;0;3850,7
A receber;15;Uniodonto Uberaba;Operadora;370568;4;Fundo de Marketing;10152833;FUNDO DE MARKETING;1540,28;0;1540,28;0;0;1540,28
A receber;59;Uniodonto Americana;Operadora;347604;4;Fundo de Marketing;10152862;FUNDO DE MARKETING;1540,28;0;1540,28;0;0;1540,28
A receber;59;Uniodonto Americana;Operadora;347604;3;Taxa de Manutenção;10152733;TAXA DE MANUTENCAO;3850,7;0;3850,7;0;0;3850,7
A receber;37;Uniodonto Manaus;Operadora;311391;4;Fundo de Marketing;10152848;FUNDO DE MARKETING;1540,28;0;1540,28;0;0;1540,28
A receber;37;Uniodonto Manaus;Operadora;311391;3;Taxa de Manutenção;10152720;TAXA DE MANUTENCAO;3850,7;0;3850,7;0;0;3850,7
A receber;33;Uniodonto Joao Pessoa;Operadora;361569;4;Fundo de Marketing;10152717;FUNDO DE MARKETING;1668,64;0;1668,64;0;0;1668,64
A receber;33;Uniodonto Joao Pessoa;Operadora;361569;3;Taxa de Manutenção;10152845;TAXA DE MANUTENCAO;4171,6;0;4171,6;0;0;4171,6
A receber;11;UNIODONTO DE SC COOPERATIVA ADMINISTRADORA DE CONTRATOS;Operadora;342203;4;Fundo de Marketing;10152925;FUNDO DE MARKETING;1668,64;0;1668,64;0;0;1668,64
A receber;11;UNIODONTO DE SC COOPERATIVA ADMINISTRADORA DE CONTRATOS;Operadora;342203;3;Taxa de Manutenção;10152796;TAXA DE MANUTENCAO;4171,6;0;4171,6;0;0;4171,6
A receber;38;Uniodonto Maceio;Operadora;321125;3;Taxa de Manutenção;10152721;TAXA DE MANUTENCAO;4171,6;0;4171,6;0;0;4171,6
A receber;38;Uniodonto Maceio;Operadora;321125;4;Fundo de Marketing;10152849;FUNDO DE MARKETING;1668,64;0;1668,64;0;0;1668,64
A receber;6;Uniodonto Porto Alegre;Operadora;366439;4;Fundo de Marketing;10152829;FUNDO DE MARKETING;1668,64;0;1668,64;0;0;1668,64
A receber;6;Uniodonto Porto Alegre;Operadora;366439;3;Taxa de Manutenção;10152701;TAXA DE MANUTENCAO;4171,6;0;4171,6;0;0;4171,6
A receber;17;Uniodonto Rio Grande do Norte;Operadora;345318;3;Taxa de Manutenção;10152707;TAXA DE MANUTENCAO;4171,6;0;4171,6;0;0;4171,6
A receber;17;Uniodonto Rio Grande do Norte;Operadora;345318;4;Fundo de Marketing;10152835;FUNDO DE MARKETING;1668,64;0;1668,64;0;0;1668,64
A pagar;64;Uniodonto Macae;Operadora;300195;1;Repasse em Pré-pagamento;00047658/25F;COMP 06/2025;57915,12;0;57915,12;868,73;0;57046,39
A pagar;61;Uniodonto Sul Fluminense;Operadora;363171;1;Repasse em Pré-pagamento;;RECEBIMENTO DE CONTRA PRESTAÇÃO EM PRE PAGAMENTO;251723,76;0;251723,76;3775,86;0;247947,9
A receber;127;Uniodonto Leopoldina;Operadora;401919;6;Outros;;"Item 10.7 - Multa moratória de 10%	";64,57;0;64,57;0;0;64,57
A receber;3;Uniodonto Vale Taquari Rio Pardo;Operadora;353752;4;Fundo de Marketing;;FUNDO DE MARKETING;722,01;0;722,01;0;0;722,01
A receber;31;Uniodonto Sorocaba;Operadora;334243;4;Fundo de Marketing;10152844;FUNDO DE MARKETING;1347,75;0;1347,75;0;0;1347,75
A receber;31;Uniodonto Sorocaba;Operadora;334243;3;Taxa de Manutenção;10152716;TAXA DE MANUTENCAO;3369,37;0;3369,37;0;0;3369,37
A receber;132;Uniodonto Jales;Operadora;309257;3;Taxa de Manutenção;10152771;TAXA DE MANUTENCAO;320,89;0;320,89;0;0;320,89
A receber;30;Uniodonto Feira de Santana;Operadora;400556;3;Taxa de Manutenção;10152715;TAXA DE MANUTENCAO;320,89;0;320,89;0;0;320,89
A receber;88;Uniodonto Caruaru;Operadora;414891;3;Taxa de Manutenção;10152750;TAXA DE MANUTENCAO;401,12;0;401,12;0;0;401,12
A receber;93;UNIODONTO METROPOLITANA COOPERATIVA ODONTOLOGICA;Operadora;382337;3;Taxa de Manutenção;10152753;TAXA DE MANUTENCAO;1805,02;0;1805,02;0;0;1805,02
A receber;4;Uniodonto Campo Grande;Operadora;347183;4;Fundo de Marketing;10152699;FUNDO DE MARKETING;722,01;0;722,01;0;0;722,01
A receber;127;Uniodonto Leopoldina;Operadora;401919;4;Fundo de Marketing;10152896;FUNDO DE MARKETING;160,45;0;160,45;0;0;160,45
A receber;127;Uniodonto Leopoldina;Operadora;401919;3;Taxa de Manutenção;10152767;TAXA DE MANUTENCAO;401,12;0;401,12;0;0;401,12
A receber;54;Uniodonto Aracaju;Operadora;349283;4;Fundo de Marketing;10152860;FUNDO DE MARKETING;160,45;0;160,45;0;0;160,45
A receber;54;Uniodonto Aracaju;Operadora;349283;3;Taxa de Manutenção;10152731;TAXA DE MANUTENCAO;401,12;0;401,12;0;0;401,12
A receber;118;Uniodonto Roraima;Operadora;418242;4;Fundo de Marketing;10152892;FUNDO DE MARKETING;160,45;0;160,45;0;0;160,45
A receber;118;Uniodonto Roraima;Operadora;418242;3;Taxa de Manutenção;10152763;TAXA DE MANUTENCAO;401,12;0;401,12;0;0;401,12
A receber;105;Uniodonto Monte Alto;Operadora;336238;4;Fundo de Marketing;10152888;FUNDO DE MARKETING;160,45;0;160,45;0;0;160,45
A receber;105;Uniodonto Monte Alto;Operadora;336238;3;Taxa de Manutenção;10152759;TAXA DE MANUTENCAO;401,12;0;401,12;0;0;401,12
A receber;162;Uniodonto Paulo Afonso;Operadora;402109;4;Fundo de Marketing;10152912;FUNDO DE MARKETING;160,45;0;160,45;0;0;160,45
A receber;162;Uniodonto Paulo Afonso;Operadora;402109;3;Taxa de Manutenção;10152783;TAXA DE MANUTENCAO;401,12;0;401,12;0;0;401,12
A receber;151;Uniodonto Tres Rios;Operadora;359726;4;Fundo de Marketing;10152906;FUNDO DE MARKETING;160,45;0;160,45;0;0;160,45
A receber;151;Uniodonto Tres Rios;Operadora;359726;3;Taxa de Manutenção;10152777;TAXA DE MANUTENCAO;401,12;0;401,12;0;0;401,12
A receber;24;Uniodonto Rio de Janeiro;Operadora;318230;4;Fundo de Marketing;10152839;FUNDO DE MARKETING;224,62;0;224,62;0;0;224,62
A receber;24;Uniodonto Rio de Janeiro;Operadora;318230;3;Taxa de Manutenção;10152711;TAXA DE MANUTENCAO;561,56;0;561,56;0;0;561,56
A receber;8;Uniodonto Campinas;Operadora;350494;4;Fundo de Marketing;10152830;FUNDO DE MARKETING;2053,71;0;2053,71;0;0;2053,71
A receber;8;Uniodonto Campinas;Operadora;350494;3;Taxa de Manutenção;10152702;TAXA DE MANUTENCAO;5134,27;0;5134,27;0;0;5134,27
A receber;900;Federacao Paulista;Operadora;361593;4;Fundo de Marketing;10152922;FUNDO DE MARKETING;481,34;0;481,34;0;0;481,34
A receber;900;Federacao Paulista;Operadora;361593;3;Taxa de Manutenção;10152793;TAXA DE MANUTENCAO;1203,35;0;1203,35;0;0;1203,35
A receber;113;Uniodonto Aracatuba;Operadora;362824;4;Fundo de Marketing;10152890;FUNDO DE MARKETING;160,45;0;160,45;0;0;160,45
A receber;113;Uniodonto Aracatuba;Operadora;362824;3;Taxa de Manutenção;10152761;TAXA DE MANUTENCAO;401,12;0;401,12;0;0;401,12
A receber;156;UNIODONTO ESPIRITO SANTO COOPERATIVA ODONTOLOGICA;Operadora;370711;4;Fundo de Marketing;10152908;FUNDO DE MARKETING;1091,03;0;1091,03;0;0;1091,03
A receber;62;Uniodonto Mato Grosso;Operadora;343404;3;Taxa de Manutenção;10152735;TAXA DE MANUTENCAO;2005,58;0;2005,58;0;0;2005,58
A receber;42;UNIODONTO SUDESTE MINEIRO COOPERATIVA DE SAUDE ODONTOLOGICA LTDA;Operadora;327441;4;Fundo de Marketing;10152852;FUNDO DE MARKETING;802,23;0;802,23;0;0;802,23
A receber;90;Uniodonto Cacapava;Operadora;347302;4;Fundo de Marketing;10152881;FUNDO DE MARKETING;320,89;0;320,89;0;0;320,89
A receber;90;Uniodonto Cacapava;Operadora;347302;3;Taxa de Manutenção;10152752;TAXA DE MANUTENCAO;802,23;0;802,23;0;0;802,23
A receber;72;Uniodonto Avare;Operadora;311669;4;Fundo de Marketing;10152869;FUNDO DE MARKETING;224,62;0;224,62;0;0;224,62
A receber;72;Uniodonto Avare;Operadora;311669;3;Taxa de Manutenção;10152740;TAXA DE MANUTENCAO;561,56;0;561,56;0;0;561,56
A receber;161;Uniodonto Campos;Operadora;402516;3;Taxa de Manutenção;10152782;TAXA DE MANUTENCAO;561,56;0;561,56;0;0;561,56
A receber;161;Uniodonto Campos;Operadora;402516;4;Fundo de Marketing;10152911;FUNDO DE MARKETING;224,62;0;224,62;0;0;224,62
A receber;128;Uniodonto Taubate;Operadora;319350;4;Fundo de Marketing;10152897;FUNDO DE MARKETING;481,34;0;481,34;0;0;481,34
A receber;128;Uniodonto Taubate;Operadora;319350;3;Taxa de Manutenção;10152768;TAXA DE MANUTENCAO;1203,35;0;1203,35;0;0;1203,35
A receber;104;Uniodonto Garanhuns;Operadora;342335;3;Taxa de Manutenção;10152758;TAXA DE MANUTENCAO;1203,35;0;1203,35;0;0;1203,35
A receber;104;Uniodonto Garanhuns;Operadora;342335;4;Fundo de Marketing;10152887;FUNDO DE MARKETING;481,34;0;481,34;0;0;481,34
A receber;174;Uniodonto Vale dos Sinos;Operadora;406295;3;Taxa de Manutenção;10152789;TAXA DE MANUTENCAO;802,23;0;802,23;0;0;802,23
A receber;174;Uniodonto Vale dos Sinos;Operadora;406295;4;Fundo de Marketing;10152918;FUNDO DE MARKETING;320,89;0;320,89;0;0;320,89
A receber;18;UNIODONTO SUL MS;Operadora;313807;4;Fundo de Marketing;10152836;FUNDO DE MARKETING;320,89;0;320,89;0;0;320,89
A receber;18;UNIODONTO SUL MS;Operadora;313807;3;Taxa de Manutenção;10152708;TAXA DE MANUTENCAO;802,23;0;802,23;0;0;802,23
A receber;94;Uniodonto Sao Jose do Rio Pardo;Operadora;378682;4;Fundo de Marketing;10152883;FUNDO DE MARKETING;320,89;0;320,89;0;0;320,89
A receber;94;Uniodonto Sao Jose do Rio Pardo;Operadora;378682;3;Taxa de Manutenção;10152754;TAXA DE MANUTENCAO;802,23;0;802,23;0;0;802,23
A receber;157;Uniodonto Rio Grande Litoral;Operadora;367966;3;Taxa de Manutenção;10152780;TAXA DE MANUTENCAO;802,23;0;802,23;0;0;802,23
A receber;157;Uniodonto Rio Grande Litoral;Operadora;367966;4;Fundo de Marketing;10152909;FUNDO DE MARKETING;320,89;0;320,89;0;0;320,89
A receber;169;UNIODONTO DE RIO BRANCO - ACRE;Operadora;403997;4;Fundo de Marketing;10152916;FUNDO DE MARKETING;320,89;0;320,89;0;0;320,89
A receber;169;UNIODONTO DE RIO BRANCO - ACRE;Operadora;403997;3;Taxa de Manutenção;10152787;TAXA DE MANUTENCAO;802,23;0;802,23;0;0;802,23
A receber;167;Uniodonto Arapiraca;Operadora;403512;3;Taxa de Manutenção;10152786;TAXA DE MANUTENCAO;561,56;0;561,56;0;0;561,56
A receber;167;Uniodonto Arapiraca;Operadora;403512;4;Fundo de Marketing;10152915;FUNDO DE MARKETING;224,62;0;224,62;0;0;224,62
A receber;132;Uniodonto Jales;Operadora;309257;4;Fundo de Marketing;10152900;FUNDO DE MARKETING;128,36;0;128,36;0;0;128,36
A receber;30;Uniodonto Feira de Santana;Operadora;400556;4;Fundo de Marketing;10152843;FUNDO DE MARKETING;128,36;0;128,36;0;0;128,36
A receber;88;Uniodonto Caruaru;Operadora;414891;4;Fundo de Marketing;10152879;FUNDO DE MARKETING;160,45;0;160,45;0;0;160,45
A receber;19;Uniodonto Salvador;Operadora;310107;4;Fundo de Marketing;10152837;FUNDO DE MARKETING;160,45;0;160,45;0;0;160,45
A receber;19;Uniodonto Salvador;Operadora;310107;3;Taxa de Manutenção;10152709;TAXA DE MANUTENCAO;401,12;0;401,12;0;0;401,12
A receber;166;Uniodonto Rondonia;Operadora;336025;4;Fundo de Marketing;10152914;FUNDO DE MARKETING;160,45;0;160,45;0;0;160,45
A receber;166;Uniodonto Rondonia;Operadora;336025;3;Taxa de Manutenção;10152785;TAXA DE MANUTENCAO;401,12;0;401,12;0;0;401,12
A receber;36;Uniodonto Recife;Operadora;305740;3;Taxa de Manutenção;10152719;TAXA DE MANUTENCAO;401,12;0;401,12;0;0;401,12
A receber;36;Uniodonto Recife;Operadora;305740;4;Fundo de Marketing;10152847;FUNDO DE MARKETING;160,45;0;160,45;0;0;160,45
A receber;148;Uniodonto Mossoro;Operadora;303291;4;Fundo de Marketing;10152905;FUNDO DE MARKETING;160,45;0;160,45;0;0;160,45
A receber;148;Uniodonto Mossoro;Operadora;303291;3;Taxa de Manutenção;10152776;TAXA DE MANUTENCAO;401,12;0;401,12;0;0;401,12
A receber;121;Uniodonto Fernandopolis;Operadora;301647;3;Taxa de Manutenção;10152765;TAXA DE MANUTENCAO;561,56;0;561,56;0;0;561,56
A receber;121;Uniodonto Fernandopolis;Operadora;301647;4;Fundo de Marketing;10152894;FUNDO DE MARKETING;224,62;0;224,62;0;0;224,62
A receber;52;Uniodonto Ponta Grossa;Operadora;315818;4;Fundo de Marketing;10152859;FUNDO DE MARKETING;224,62;0;224,62;0;0;224,62
A receber;52;Uniodonto Ponta Grossa;Operadora;315818;3;Taxa de Manutenção;10152730;TAXA DE MANUTENCAO;561,56;0;561,56;0;0;561,56
A receber;112;Uniodonto Serido;Operadora;343919;3;Taxa de Manutenção;10152760;TAXA DE MANUTENCAO;561,56;0;561,56;0;0;561,56
A receber;112;Uniodonto Serido;Operadora;343919;4;Fundo de Marketing;10152889;FUNDO DE MARKETING;224,62;0;224,62;0;0;224,62
A receber;74;UNIODONTO FRONTEIRA OESTE;Operadora;341894;4;Fundo de Marketing;10152870;FUNDO DE MARKETING;224,62;0;224,62;0;0;224,62
A receber;74;UNIODONTO FRONTEIRA OESTE;Operadora;341894;3;Taxa de Manutenção;10152741;TAXA DE MANUTENCAO;561,56;0;561,56;0;0;561,56
A receber;144;Uniodonto Pirassununga;Operadora;378941;3;Taxa de Manutenção;10152775;TAXA DE MANUTENCAO;561,56;0;561,56;0;0;561,56
A receber;144;Uniodonto Pirassununga;Operadora;378941;4;Fundo de Marketing;10152904;FUNDO DE MARKETING;224,62;0;224,62;0;0;224,62
A receber;120;Uniodonto Taquaritinga;Operadora;350290;4;Fundo de Marketing;10152893;FUNDO DE MARKETING;224,62;0;224,62;0;0;224,62
A receber;120;Uniodonto Taquaritinga;Operadora;350290;3;Taxa de Manutenção;10152764;TAXA DE MANUTENCAO;431,97;0;431,97;0;0;431,97
A receber;64;Uniodonto Macae;Operadora;300195;3;Taxa de Manutenção;10152737;TAXA DE MANUTENCAO;561,56;0;561,56;0;0;561,56
A receber;64;Uniodonto Macae;Operadora;300195;4;Fundo de Marketing;10152866;FUNDO DE MARKETING;172,79;0;172,79;0;0;172,79
A pagar;122;Uniodonto Botucatu;Operadora;347477;2;Repasse em Custo Operacional;28496/25F;jun/25;802,44;0;802,44;12,04;0;790,4
A pagar;31;Uniodonto Sorocaba;Operadora;334243;2;Repasse em Custo Operacional;NF72388;jun/25;936;0;936;14,04;0;921,96
A pagar;3;Uniodonto Vale Taquari Rio Pardo;Operadora;353752;2;Repasse em Custo Operacional;2025743/20232269;Intercâmbio pré pagamento;1085,4;0;1085,4;16,28;0;1069,12
A pagar;17;Uniodonto Rio Grande do Norte;Operadora;345318;2;Repasse em Custo Operacional;1905462;FATURAMENTO 20/07/2025;11477,88;0;11477,88;172,17;0;11305,71
A pagar;129;Uniodonto Pindamonhangaba;Operadora;331104;2;Repasse em Custo Operacional;51221;Competência Faturamento 20/06/2025;15198,84;0;15198,84;227,98;0;14970,86
A pagar;169;UNIODONTO DE RIO BRANCO - ACRE;Operadora;403997;1;Repasse em Pré-pagamento;06842/25F N113549;COMP.06/2025;2116,44;0;2116,44;31,75;0;2084,69
A pagar;98;Uniodonto Maringa;Operadora;381144;2;Repasse em Custo Operacional;NF 282501;jun/25;22010,4;0;22010,4;330,16;0;21680,24
A pagar;31;Uniodonto Sorocaba;Operadora;334243;2;Repasse em Custo Operacional;NF72389;jun/25;8065,8;0;8065,8;120,99;0;7944,81
A pagar;65;Uniodonto Rio Claro;Operadora;349011;2;Repasse em Custo Operacional;28190/25F;jun/25;3324,96;0;3324,96;49,87;0;3275,09
A pagar;4;Uniodonto Campo Grande;Operadora;347183;2;Repasse em Custo Operacional;114954;CO - 06/2025;2384,28;0;2384,28;35,76;0;2348,52
A pagar;54;Uniodonto Aracaju;Operadora;349283;1;Repasse em Pré-pagamento;08821/25F;FATURA SESCOOP;4112,02;0;4112,02;61,68;0;4050,34
A pagar;48;Uniodonto Araraquara;Operadora;316997;2;Repasse em Custo Operacional;80212;jun/25;3324,24;0;3324,24;49,86;0;3274,38
A pagar;54;Uniodonto Aracaju;Operadora;349283;2;Repasse em Custo Operacional;08822/25F;COMPETÊNCIA 05/2025;4168,08;0;4168,08;62,52;0;4105,56
