Tipo;CodigoSingular;NomeSingular;TipoSingular;RegistroANS;CodigoTipoRecebimento;DescricaoTipoRecebimento;NumeroDocumento;Descricao;ValorBruto;TaxaAdministrativa;Subtotal;IRRF;OutrosTributos;ValorLiquido
A receber;34;Uniodonto Jundiai;Operadora;347795;3;Taxa de Manutenção;10164507;TAXA DE MANUTENCAO;3369,37;0;3369,37;0;0;3369,37
A receber;48;Uniodonto Araraquara;Operadora;316997;4;Fundo de Marketing;10164517;FUNDO DE MARKETING;1347,75;0;1347,75;0;0;1347,75
A receber;48;Uniodonto Araraquara;Operadora;316997;3;Taxa de Manutenção;10164517;TAXA DE MANUTENCAO;3369,37;0;3369,37;0;0;3369,37
A receber;182;Uniodonto Pocos de Caldas;Operadora;409791;3;Taxa de Manutenção;10164579;TAXA DE MANUTENCAO;3369,37;0;3369,37;0;0;3369,37
A receber;182;Uniodonto Pocos de Caldas;Operadora;409791;4;Fundo de Marketing;10164674;FUNDO DE MARKETING;1347,75;0;1347,75;0;0;1347,75
A receber;134;Uniodonto Vale Historico;Operadora;382655;4;Fundo de Marketing;10164656;FUNDO DE MARKETING;1091,03;0;1091,03;0;0;1091,03
A receber;134;Uniodonto Vale Historico;Operadora;382655;3;Taxa de Manutenção;10164560;TAXA DE MANUTENCAO;2727,58;0;2727,58;0;0;2727,58
A receber;138;Uniodonto Amapá;Operadora;365785;3;Taxa de Manutenção;10164832;TAXA DE MANUTENCAO;2727,58;0;2727,58;0;0;2727,58
A receber;138;Uniodonto Amapá;Operadora;365785;4;Fundo de Marketing;10164833;FUNDO DE MARKETING;1091,03;0;1091,03;0;0;1091,03
A receber;98;Uniodonto Maringa;Operadora;381144;4;Fundo de Marketing;10164642;FUNDO DE MARKETING;1091,03;0;1091,03;0;0;1091,03
A receber;98;Uniodonto Maringa;Operadora;381144;3;Taxa de Manutenção;10164544;TAXA DE MANUTENCAO;2727,58;0;2727,58;0;0;2727,58
A receber;51;Uniodonto Bebedouro;Operadora;327093;3;Taxa de Manutenção;10164519;TAXA DE MANUTENCAO;2727,58;0;2727,58;0;0;2727,58
A receber;51;Uniodonto Bebedouro;Operadora;327093;4;Fundo de Marketing;10164617;FUNDO DE MARKETING;1091,03;0;1091,03;0;0;1091,03
A receber;156;UNIODONTO ESPIRITO SANTO COOPERATIVA ODONTOLOGICA;Operadora;370711;4;Fundo de Marketing;10164662;FUNDO DE MARKETING;1091,03;0;1091,03;0;0;1091,03
A receber;156;UNIODONTO ESPIRITO SANTO COOPERATIVA ODONTOLOGICA;Operadora;370711;3;Taxa de Manutenção;10164567;TAXA DE MANUTENCAO;2727,58;0;2727,58;0;0;2727,58
A receber;83;Uniodonto Catanduva;Operadora;354686;3;Taxa de Manutenção;10164537;TAXA DE MANUTENCAO;2005,58;0;2005,58;0;0;2005,58
A receber;83;Uniodonto Catanduva;Operadora;354686;4;Fundo de Marketing;10164635;FUNDO DE MARKETING;802,23;0;802,23;0;0;802,23
A receber;79;Uniodonto Jacarei;Operadora;343056;4;Fundo de Marketing;10164633;FUNDO DE MARKETING;802,23;0;802,23;0;0;802,23
A receber;79;Uniodonto Jacarei;Operadora;343056;3;Taxa de Manutenção;10164535;TAXA DE MANUTENCAO;2005,58;0;2005,58;0;0;2005,58
A receber;46;Uniodonto Londrina;Operadora;350770;3;Taxa de Manutenção;10164516;TAXA DE MANUTENCAO;2005,58;0;2005,58;0;0;2005,58
A receber;46;Uniodonto Londrina;Operadora;350770;4;Fundo de Marketing;10164614;FUNDO DE MARKETING;802,23;0;802,23;0;0;802,23
A receber;28;Uniodonto Sao Carlos;Operadora;335525;4;Fundo de Marketing;10164600;FUNDO DE MARKETING;802,23;0;802,23;0;0;802,23
A receber;28;Uniodonto Sao Carlos;Operadora;335525;3;Taxa de Manutenção;10164502;TAXA DE MANUTENCAO;2005,58;0;2005,58;0;0;2005,58
A receber;170;Uniodonto Resende;Operadora;406121;3;Taxa de Manutenção;10164576;TAXA DE MANUTENCAO;2005,58;0;2005,58;0;0;2005,58
A receber;170;Uniodonto Resende;Operadora;406121;4;Fundo de Marketing;10164671;FUNDO DE MARKETING;802,23;0;802,23;0;0;802,23
A receber;41;Uniodonto Itajuba;Operadora;419028;4;Fundo de Marketing;10164610;FUNDO DE MARKETING;802,23;0;802,23;0;0;802,23
A receber;41;Uniodonto Itajuba;Operadora;419028;3;Taxa de Manutenção;10164512;TAXA DE MANUTENCAO;2005,58;0;2005,58;0;0;2005,58
A receber;76;UNIODONTO ATHENAS PAULISTA;Operadora;340120;3;Taxa de Manutenção;10164533;TAXA DE MANUTENCAO;2005,58;0;2005,58;0;0;2005,58
A receber;76;UNIODONTO ATHENAS PAULISTA;Operadora;340120;4;Fundo de Marketing;10164631;FUNDO DE MARKETING;802,23;0;802,23;0;0;802,23
A receber;61;Uniodonto Sul Fluminense;Operadora;363171;4;Fundo de Marketing;10164622;FUNDO DE MARKETING;802,23;0;802,23;0;0;802,23
A receber;61;Uniodonto Sul Fluminense;Operadora;363171;3;Taxa de Manutenção;10164524;TAXA DE MANUTENCAO;2005,58;0;2005,58;0;0;2005,58
A receber;62;Uniodonto Mato Grosso;Operadora;343404;4;Fundo de Marketing;10164525;FUNDO DE MARKETING;802,23;0;802,23;0;0;802,23
A receber;62;Uniodonto Mato Grosso;Operadora;343404;3;Taxa de Manutenção;10164623;TAXA DE MANUTENCAO;2005,58;0;2005,58;0;0;2005,58
A receber;122;Uniodonto Botucatu;Operadora;347477;3;Taxa de Manutenção;10164555;TAXA DE MANUTENCAO;2005,58;0;2005,58;0;0;2005,58
A receber;122;Uniodonto Botucatu;Operadora;347477;4;Fundo de Marketing;10164652;FUNDO DE MARKETING;802,23;0;802,23;0;0;802,23
A receber;42;UNIODONTO SUDESTE MINEIRO COOPERATIVA DE SAUDE ODONTOLOGICA LTDA;Operadora;327441;4;Fundo de Marketing;10164611;FUNDO DE MARKETING;802,23;0;802,23;0;0;802,23
A receber;167;Uniodonto Arapiraca;Operadora;403512;6;Outros;10164724;TAXA DE INSCRIÇÃO CONVENÇÃO NACIONAL;350;0;350;0;0;350
A receber;76;UNIODONTO ATHENAS PAULISTA;Operadora;340120;6;Outros;10164709;TAXA DE INSCRIÇÃO CONVENÇÃO NACIONAL;1750;0;1750;0;0;1750
A receber;72;Uniodonto Avare;Operadora;311669;6;Outros;10164707;TAXA DE INSCRIÇÃO CONVENÇÃO NACIONAL;700;0;700;0;0;700
A receber;81;UNIODONTO DE ILHEUS;Operadora;383929;6;Outros;10164712;TAXA DE INSCRIÇÃO CONVENÇÃO NACIONAL;525;0;525;0;0;525
A receber;51;Uniodonto Bebedouro;Operadora;327093;6;Outros;10164701;TAXA DE INSCRIÇÃO CONVENÇÃO NACIONAL;700;0;700;0;0;700
A receber;90;Uniodonto Cacapava;Operadora;347302;6;Outros;10164714;TAXA DE INSCRIÇÃO CONVENÇÃO NACIONAL;175;0;175;0;0;175
A receber;8;Uniodonto Campinas;Operadora;350494;6;Outros;10164684;TAXA DE INSCRIÇÃO CONVENÇÃO NACIONAL;1050;0;1050;0;0;1050
A receber;83;Uniodonto Catanduva;Operadora;354686;6;Outros;10164713;TAXA DE INSCRIÇÃO CONVENÇÃO NACIONAL;525;0;525;0;0;525
A receber;156;UNIODONTO ESPIRITO SANTO COOPERATIVA ODONTOLOGICA;Operadora;370711;6;Outros;10164721;TAXA DE INSCRIÇÃO CONVENÇÃO NACIONAL;350;0;350;0;0;350
A receber;906;Federacao Regiao Nordeste;Operadora;416177;6;Outros;10164847;TAXA DE INSCRIÇÃO CONVENÇÃO NACIONAL;7000;0;7000;0;0;7000
A receber;801;UNIODONTO RS FEDERACAO DAS COOPERATIVAS;Operadora;305421;6;Outros;10164727;TAXA DE INSCRIÇÃO CONVENÇÃO NACIONAL;1400;0;1400;0;0;1400
A receber;909;Federacao Santa Catarina;Operadora;415626;6;Outros;10164848;TAXA DE INSCRIÇÃO CONVENÇÃO NACIONAL;700;0;700;0;0;700
A receber;40;Uniodonto Fortaleza;Operadora;335258;6;Outros;10164696;TAXA DE INSCRIÇÃO CONVENÇÃO NACIONAL;700;0;700;0;0;700
A receber;104;Uniodonto Garanhuns;Operadora;342335;6;Outros;10164716;TAXA DE INSCRIÇÃO CONVENÇÃO NACIONAL;350;0;350;0;0;350
A receber;20;Uniodonto Goiania;Operadora;358436;6;Outros;10164690;TAXA DE INSCRIÇÃO CONVENÇÃO NACIONAL;1050;0;1050;0;0;1050
A receber;41;Uniodonto Itajuba;Operadora;419028;6;Outros;10164697;TAXA DE INSCRIÇÃO CONVENÇÃO NACIONAL;1400;0;1400;0;0;1400
A receber;79;Uniodonto Jacarei;Operadora;343056;6;Outros;10164711;TAXA DE INSCRIÇÃO CONVENÇÃO NACIONAL;350;0;350;0;0;350
A receber;34;Uniodonto Jundiai;Operadora;347795;6;Outros;10164693;TAXA DE INSCRIÇÃO CONVENÇÃO NACIONAL;700;0;700;0;0;700
A receber;46;Uniodonto Londrina;Operadora;350770;6;Outros;10164699;TAXA DE INSCRIÇÃO CONVENÇÃO NACIONAL;1225;0;1225;0;0;1225
A receber;38;Uniodonto Maceio;Operadora;321125;6;Outros;10164695;TAXA DE INSCRIÇÃO CONVENÇÃO NACIONAL;8400;0;8400;0;0;8400
A receber;37;Uniodonto Manaus;Operadora;311391;6;Outros;10164694;TAXA DE INSCRIÇÃO CONVENÇÃO NACIONAL;1400;0;1400;0;0;1400
A receber;98;Uniodonto Maringa;Operadora;381144;6;Outros;10164715;TAXA DE INSCRIÇÃO CONVENÇÃO NACIONAL;525;0;525;0;0;525
A receber;62;Uniodonto Mato Grosso;Operadora;343404;6;Outros;10164704;TAXA DE INSCRIÇÃO CONVENÇÃO NACIONAL;525;0;525;0;0;525
A receber;160;Uniodonto Passos;Operadora;419729;6;Outros;10164722;TAXA DE INSCRIÇÃO CONVENÇÃO NACIONAL;350;0;350;0;0;350
A receber;162;Uniodonto Paulo Afonso;Operadora;402109;6;Outros;10164723;TAXA DE INSCRIÇÃO CONVENÇÃO NACIONAL;700;0;700;0;0;700
A receber;129;Uniodonto Pindamonhangaba;Operadora;331104;6;Outros;10164719;TAXA DE INSCRIÇÃO CONVENÇÃO NACIONAL;700;0;700;0;0;700
A receber;16;Uniodonto Piracicaba;Operadora;346004;6;Outros;10164686;TAXA DE INSCRIÇÃO CONVENÇÃO NACIONAL;700;0;700;0;0;700
A receber;182;Uniodonto Pocos de Caldas;Operadora;409791;6;Outros;10164726;TAXA DE INSCRIÇÃO CONVENÇÃO NACIONAL;525;0;525;0;0;525
A receber;6;Uniodonto Porto Alegre;Operadora;366439;6;Outros;10164682;TAXA DE INSCRIÇÃO CONVENÇÃO NACIONAL;2100;0;2100;0;0;2100
A receber;75;Uniodonto Presidente Prudente;Operadora;336017;6;Outros;10164708;TAXA DE INSCRIÇÃO CONVENÇÃO NACIONAL;1400;0;1400;0;0;1400
A receber;169;UNIODONTO DE RIO BRANCO - ACRE;Operadora;403997;6;Outros;10164725;TAXA DE INSCRIÇÃO CONVENÇÃO NACIONAL;1050;0;1050;0;0;1050
A receber;65;Uniodonto Rio Claro;Operadora;349011;6;Outros;10164705;TAXA DE INSCRIÇÃO CONVENÇÃO NACIONAL;525;0;525;0;0;525
A receber;17;Uniodonto Rio Grande do Norte;Operadora;345318;6;Outros;10164687;TAXA DE INSCRIÇÃO CONVENÇÃO NACIONAL;525;0;525;0;0;525
A receber;19;Uniodonto Salvador;Operadora;310107;6;Outros;10164689;TAXA DE INSCRIÇÃO CONVENÇÃO NACIONAL;175;0;175;0;0;175
A receber;28;Uniodonto Sao Carlos;Operadora;335525;6;Outros;10164691;TAXA DE INSCRIÇÃO CONVENÇÃO NACIONAL;700;0;700;0;0;700
A receber;66;Uniodonto Sao Jose dos Campos;Operadora;313751;6;Outros;10164706;TAXA DE INSCRIÇÃO CONVENÇÃO NACIONAL;525;0;525;0;0;525
A receber;31;Uniodonto Sorocaba;Operadora;334243;6;Outros;10164692;TAXA DE INSCRIÇÃO CONVENÇÃO NACIONAL;525;0;525;0;0;525
A receber;42;UNIODONTO SUDESTE MINEIRO COOPERATIVA DE SAUDE ODONTOLOGICA LTDA;Operadora;327441;6;Outros;10164698;TAXA DE INSCRIÇÃO CONVENÇÃO NACIONAL;525;0;525;0;0;525
A receber;18;UNIODONTO SUL MS;Operadora;313807;6;Outros;10164688;TAXA DE INSCRIÇÃO CONVENÇÃO NACIONAL;700;0;700;0;0;700
A receber;120;Uniodonto Taquaritinga;Operadora;350290;6;Outros;10164718;TAXA DE INSCRIÇÃO CONVENÇÃO NACIONAL;700;0;700;0;0;700
A receber;15;Uniodonto Uberaba;Operadora;370568;6;Outros;10164685;TAXA DE INSCRIÇÃO CONVENÇÃO NACIONAL;3500;0;3500;0;0;3500
A receber;3;Uniodonto Vale Taquari Rio Pardo;Operadora;353752;6;Outros;10164728;TAXA DE INSCRIÇÃO CONVENÇÃO NACIONAL;5600;0;5600;0;0;5600
A receber;132;Uniodonto Jales;Operadora;309257;4;Fundo de Marketing;10164844;FUNDO DE MARKETING;128,36;0;128,36;0;0;128,36
A receber;900;Federacao Paulista;Operadora;361593;3;Taxa de Manutenção;10164846;TAXA DE MANUTENCAO;1203,35;0;1203,35;0;0;1203,35
A receber;900;Federacao Paulista;Operadora;361593;4;Fundo de Marketing;10164676;FUNDO DE MARKETING;481,34;0;481,34;0;0;481,34
A pagar;64;Uniodonto Macae;Operadora;300195;1;Repasse em Pré-pagamento;00047680/25F;COMP 07/2025;66125,53;0;66125,53;991,88;0;65133,65
A pagar;61;Uniodonto Sul Fluminense;Operadora;363171;1;Repasse em Pré-pagamento;;RECEBIMENTO DE CONTRA PRESTAÇÃO EM PRÉ PAGAMENTO;279768,16;0;279768,16;4196,52;0;275571,64
A receber;17;Uniodonto Rio Grande do Norte;Operadora;345318;4;Fundo de Marketing;10164496;FUNDO DE MARKETING;1668,64;0;1668,64;0;0;1668,64
A receber;75;Uniodonto Presidente Prudente;Operadora;336017;3;Taxa de Manutenção;10164532;TAXA DE MANUTENCAO;2727,58;0;2727,58;0;0;2727,58
A receber;75;Uniodonto Presidente Prudente;Operadora;336017;4;Fundo de Marketing;10164630;FUNDO DE MARKETING;1091,03;0;1091,03;0;0;1091,03
A receber;130;Uniodonto Sudoeste Goiano;Operadora;314871;4;Fundo de Marketing;10164558;FUNDO DE MARKETING;802,23;0;802,23;0;0;802,23
A receber;130;Uniodonto Sudoeste Goiano;Operadora;314871;3;Taxa de Manutenção;10164655;TAXA DE MANUTENCAO;2005,58;0;2005,58;0;0;2005,58
A receber;85;Uniodonto Sertaozinho;Operadora;373109;3;Taxa de Manutenção;10164539;TAXA DE MANUTENCAO;2005,58;0;2005,58;0;0;2005,58
A receber;85;Uniodonto Sertaozinho;Operadora;373109;4;Fundo de Marketing;10164637;FUNDO DE MARKETING;802,23;0;802,23;0;0;802,23
A receber;81;UNIODONTO DE ILHEUS;Operadora;383929;4;Fundo de Marketing;10164634;FUNDO DE MARKETING;802,23;0;802,23;0;0;802,23
A receber;81;UNIODONTO DE ILHEUS;Operadora;383929;3;Taxa de Manutenção;10164536;TAXA DE MANUTENCAO;2005,58;0;2005,58;0;0;2005,58
A receber;4;Uniodonto Campo Grande;Operadora;347183;4;Fundo de Marketing;10164587;FUNDO DE MARKETING;722,01;0;722,01;0;0;722,01
A receber;4;Uniodonto Campo Grande;Operadora;347183;3;Taxa de Manutenção;10164488;TAXA DE MANUTENCAO;1805,02;0;1805,02;0;0;1805,02
A receber;100;Uniodonto Votuporanga;Operadora;350630;4;Fundo de Marketing;10164838;FUNDO DE MARKETING;722,01;0;722,01;0;0;722,01
A receber;100;Uniodonto Votuporanga;Operadora;350630;3;Taxa de Manutenção;10164843;TAXA DE MANUTENCAO;1805,02;0;1805,02;0;0;1805,02
A receber;93;UNIODONTO METROPOLITANA COOPERATIVA ODONTOLOGICA;Operadora;382337;4;Fundo de Marketing;10164640;FUNDO DE MARKETING;722,01;0;722,01;0;0;722,01
A receber;84;Uniodonto Lins;Operadora;344681;4;Fundo de Marketing;10164636;FUNDO DE MARKETING;481,34;0;481,34;0;0;481,34
A receber;84;Uniodonto Lins;Operadora;344681;3;Taxa de Manutenção;10164538;TAXA DE MANUTENCAO;1203,35;0;1203,35;0;0;1203,35
A receber;104;Uniodonto Garanhuns;Operadora;342335;3;Taxa de Manutenção;10164547;TAXA DE MANUTENCAO;1203,35;0;1203,35;0;0;1203,35
A receber;104;Uniodonto Garanhuns;Operadora;342335;4;Fundo de Marketing;10164644;FUNDO DE MARKETING;481,34;0;481,34;0;0;481,34
A receber;174;Uniodonto Vale dos Sinos;Operadora;406295;3;Taxa de Manutenção;10164577;TAXA DE MANUTENCAO;802,23;0;802,23;0;0;802,23
A receber;174;Uniodonto Vale dos Sinos;Operadora;406295;4;Fundo de Marketing;10164672;FUNDO DE MARKETING;320,89;0;320,89;0;0;320,89
A receber;94;Uniodonto Sao Jose do Rio Pardo;Operadora;378682;3;Taxa de Manutenção;10164543;TAXA DE MANUTENCAO;802,23;0;802,23;0;0;802,23
A receber;94;Uniodonto Sao Jose do Rio Pardo;Operadora;378682;4;Fundo de Marketing;10164641;FUNDO DE MARKETING;320,89;0;320,89;0;0;320,89
A receber;167;Uniodonto Arapiraca;Operadora;403512;3;Taxa de Manutenção;10164574;TAXA DE MANUTENCAO;561,56;0;561,56;0;0;561,56
A receber;167;Uniodonto Arapiraca;Operadora;403512;4;Fundo de Marketing;10164669;FUNDO DE MARKETING;224,62;0;224,62;0;0;224,62
A receber;72;Uniodonto Avare;Operadora;311669;3;Taxa de Manutenção;10164628;TAXA DE MANUTENCAO;561,56;0;561,56;0;0;561,56
A receber;72;Uniodonto Avare;Operadora;311669;4;Fundo de Marketing;10164530;FUNDO DE MARKETING;224,62;0;224,62;0;0;224,62
A receber;161;Uniodonto Campos;Operadora;402516;3;Taxa de Manutenção;10164570;TAXA DE MANUTENCAO;561,56;0;561,56;0;0;561,56
A receber;161;Uniodonto Campos;Operadora;402516;4;Fundo de Marketing;10164665;FUNDO DE MARKETING;224,62;0;224,62;0;0;224,62
A receber;144;Uniodonto Pirassununga;Operadora;378941;4;Fundo de Marketing;10164563;FUNDO DE MARKETING;224,62;0;224,62;0;0;224,62
